"" "CFCS" "CFCS_sd" "CIC" "CIC_sd" "CRS_serac" "CRS_serac_sd"
"Sim01_20_072" "71.8846502997586" "5.23230320357494" "79.5585141618383" "15.650747718798" "78.02348831834" "8.98876121883939"
"Sim01_20_074" "70.7006261882395" "9.432188809755" "68.4506840023179" "42.8095945674763" "87.4458357698559" "23.9745384194177"
"Sim01_20_075" "70.6242328865922" "5.76206022135392" "75.7331866235236" "16.936094534619" "81.8754524040886" "8.57674010302362"
"Sim01_20_077" "73.4836588689386" "10.1006320323312" "64.282604318528" "22.1359492376387" "87.0785177723261" "29.9989427682062"
"Sim01_20_078" "61.8383297750593" "3.7122802289308" "76.9729627223272" "24.9944350220084" "77.5414494972928" "21.3747393292351"
"Sim01_20_080" "75.7964370722687" "5.45655360764763" "86.2421213232801" "41.4940934722506" "94.8119599340969" "17.0043222012357"
"Sim01_20_081" "70.0630823549325" "9.7026625572846" "75.9087175497804" "23.957976521948" "90.2955047686564" "17.4012234246952"
"Sim01_20_083" "66.0445832689058" "6.0885756310574" "81.4235676725726" "41.3238621501057" "75.9414222897966" "17.4763068151434"
"Sim01_20_084" "74.3143582178974" "4.55524314359614" "88.9967062694093" "27.0814529478632" "96.7894206765849" "13.5890714262534"
"Sim01_20_085" "58.7134124035302" "5.16723386683337" "75.3912528386349" "15.5536516129595" "70.5582559298103" "8.75199764436836"
"Sim01_20_086" "67.3601988407689" "8.40923142956757" "69.9776508392962" "17.1861168200466" "67.7408101540945" "11.0080201722692"
"Sim01_20_087" "118.065185935205" "11.0074339564963" "69.611714469329" "41.6797306993507" "83.7032966184962" "20.2374787131221"
"Sim01_20_088" "71.5614192270236" "7.99085649344874" "80.8169147216996" "43.1307444907284" "77.713022770411" "19.602675376256"
"Sim01_20_089" "69.4494047664871" "4.40758367896532" "74.3833654053386" "16.0377350820912" "78.8210763423155" "10.2116529744041"
"Sim01_20_090" "86.7395842991413" "3.61923791472749" "71.4954358375089" "22.2458774914395" "83.0025151319152" "13.451243089481"
"Sim01_20_091" "71.2286113923843" "5.48014764511395" "72.0343834414094" "15.6935273809636" "73.7310135692124" "6.89091591065173"
"Sim01_20_092" "89.3216930005158" "7.93541998043048" "69.5549023812276" "23.8385411246414" "78.0085633859728" "18.0442490072207"
"Sim01_20_093" "69.2491994889076" "6.64774086305048" "77.115546157509" "16.7702980830371" "76.8594563093814" "7.8363360872456"
"Sim01_20_095" "62.2645621818951" "3.78070245497183" "93.4947595731754" "15.5075841006738" "79.801629952471" "7.73247872010681"
